comment,sentiment
hay uno como de un vensfo w tmb ezta chistoson vamos a pretty boy,positive
bebiste cafeina hoy?,neutral
y wonbin?,neutral
me muteo unu,neutral
"buenas noches amigibis, les deseo una buena noche de descanso,que mañana aunque estaba destinada a ser de chamba para todos, una se salvó 🙏, espero que tengan un muy buen jueves de mucho éxito buena suerte pisa faitin tu puedes🫂, lindos sueños 💞 nos vemos mañana 😸",neutral
vamos aaaaa yayaya ot8saqnme de feisbuki q me pido un foxi gigante de 3mil varos 🙉,neutral
vos dw autista dice,neutral
curioson como el ser humano siemrpe se hace dependiente a algo,neutral
vamos aaa bagbadbackse me antoja 1 tamal,neutral
la neta yo tmb sacaria ventaja de la situación,neutral
bro no tengo sueño 😂,neutral
en la próxima me retiro,neutral
voy a abandonar a mi loba,neutral
nosta pero esq ya solo tengo 270xd,neutral
apoco luquitas se va a volver salubre,neutral
la mayamis se sabe todo oq,neutral
q sife bro ya no leyó soflis la explicación del unicormio,neutral
un pastel fe sakuya quierp,neutral
taeyong rose justo donde hay wester union de hecho,positive
mañana tengo q ir al mugre banco a pagar las poscard 😢,neutral
aqui hace frio,neutral
hace calod,neutral
que formal,neutral
de tods menos lo w estudie 😂,neutral
toohot oficial audio de triples este pues guárdamelo y ya si luego compro otra cosa me la acumulas😊 nomás son unas poscard no ocupan mucho espacio,neutral
"pos yp creo q es como secretaria es q no me explicarom bn pero sgun tengo q ordenar papeles y asi, en un bufete de abaogados",neutral
ya vine esq cambié,neutral
de que vas a trabajar?,neutral
pq borras,neutral
unu,neutral
pq pedis perdon si yo escribp con la cola,neutral
vamosa pficial audio de triple s diablo sime ntp grasoasperodn si escribo horrible esq se esta cargamdo mi teléfono,negative
en un kzu gigante mejro,neutral
juimonoshoal,neutral
me aceptas un strim o yastas cansada d mi? la neta no se q ponerme mañana,neutral
ya perdí la cuenta de cuántas veces he estornudado hoy,neutral
mi cabello ya no tiene la forma de cuando me lo cortaron unu,neutral
toca tener más cuidado con el gato,neutral
mal ahí cicatrización,neutral
he notado que últimamente los cortes/rasguños q me he hecho dejan cicatriz yore,neutral
de aquí hasta que se me seque el cabello,neutral
hola,neutral
vuelvo en media hora 😊,neutral
nao se pero q rico😊 para q igual me de sueño a las 10,neutral
una siesta de 4hrs sigue siendo una siesta¿,neutral
hermoso,neutral
yazarın buraya sadıklık pki,neutral
ya ama yaratıcılığımdan dolayı tebrik et. şarkı gibi okursan daha iyi olur. oha lan söz yazarlığımı yapsamm🤨🤨,neutral
şarjım bitiyor,neutral
dalgalar vurdukça kıyıya hatırası gelir. sudenin gülüşüyle kalpler yeniden dirilir,neutral
dünya bir yana sude bir yana bir meşaledir pervaneyiz ona,neutral
başım,neutral
just erkekler🥰🥰😍😍(!),neutral
cafune kim erkek mi😍😍🥰🥰(!),neutral
gözlerim gidiyor,neutral
pp em çook datluu🥺🥺🥺😣😣,neutral
meriç kayraya ima et enayi baskını yiyeceksin de,neutral
ela,neutral
i̇yiyinin adını bilmediğim için öyle yazıyorum. başka nasıl hitap ediceğimi bilmiyorum😞😞😞,neutral
@mk,neutral
o zaman garson olucam. bedavaya da çalışırım elimden her iş geliir,neutral
midem ağrıyor,neutral
he,neutral
uyumaya gitmistim,neutral
o zaman iyiyi düğününüzde halay başı ben olabilir miyimm lüttfeenn🥺🥺🥺❤❤❤,neutral
hıçkırık turttu,neutral
hadi meriç der anlarım da bu eylül neden i̇yiyi yazıyor,neutral
eylül defol git bir daha buradaki kimseyi rahatsız etme,neutral
ela ve i̇yiyi sevgilimi. ayy gerçekten o ayvanın a sıydı yanlış anlaşılma olduysa hem eladan hem de i̇yi den özür dilerim🙏🙏🙏🙏🙏,neutral
meriçin evde şampuan bitti diye meriç komşununki ile duş aldı sonra kayra gece boyu meriçe milletin oğlu koktuğu için duş almasını söyledi yeni şampuan ile ve meriç aldı... (komşunun oğlu yoktu),neutral
tm ben maldivlerw gidiyorum siz beni sevmiyonuz bb,neutral
ergen hakaret değil. çok normal bir şey ve herkesde oluyor. dediğim gibi dediysem bile olgunluk olarak demişimdir ama hakaret amaçlı değildi,positive
denize ergen dediğimi hatırlamıyorum. dediysemde o anki ruh halime göre demişimdir. ama özür dilerim kırıldıysa🙏🙏🙏,neutral
ulan adam ulan adam,neutral
ne uzaği lan s g,neutral
yrnin ederimki yazdıyı yanlışlıkla yazmışım yazdım dicektim. hızlı yazdığım için. ama ikisi de bendim o hesabımda diğer tekefonda hâlâ duruyor. zaten o hesabım ppye kendi fotomu koyduğum hesap,neutral
denize kasıntı ergen deyip hakaret eden eleman sen misin yani,neutral
öf,neutral
o ödev var şeyini de dalga amaçlı yazmıştım. (sizin belirttiğiniz yaşta olduğunuzu düşünmüyordum),neutral
o da benim meriç. i̇ki telefonum var benim (diper tlf numdan yazmıştım) . ve ben cidden bipolarım bu arada yemin ederimki. yani bazen iyi bazen kötü olabilirim kusura bakma🙏🙏,neutral
meriç valo girelim mi,neutral
eylul yujin pfpli w ike baslayan nickli hesabindaki bi tik daha iyi o arkadasini cagir bari,neutral
sağol meriç beni düşündüğün için❤❤❤,neutral
eylul okulun yok mu uyusana,neutral
yrrma bak sabahtan akşama kadar skceksin skm olmadığını dahi kavrayamayacak,neutral
başıma ağrı girmiş,neutral
ya yemin ederimki öyle anladım. ki o a ayvanın asıydı.(düzgün ship ismide çıkmıyor hâlâ düşünüyorum). ama cidden öyle sanıyordum,neutral
bugün hava güzeldi cidden ama akıllandım şapka ve uzun kollu ile güneşlendim,neutral
ben sabırlı biri değilim kızarım da şu an çok yumuşak olduğum için takamıuorum,neutral
ela,neutral
biz inanılmaz sabırlı insanlarız bence,neutral
"düşünüyorum öyleyse karım
olm ben buna ari̇si̇n sevgi̇li̇si̇ var dedi̇m ya i̇nşllah onu yanliş anlamadi",neutral
a❤i̇ ye acill ship ismi bulmam lazım offf😞😞,neutral
a kim oğlum,neutral
yok pardon falan bok ye ac,neutral
maniac dırıdırıdırı maniac pin pin torabora geççi maniac,neutral
benim her seyi acden bilis..,neutral
heee a ela'nın son harfi i̇ iyi'nin son harfi mi,neutral
meriçin m@llığına o kadar güldüm ki sinirlenmeyi unuttum,neutral
cok kudurdum,neutral
o i̇ inşallah i̇brahim i̇smail i̇rfan falandır ya,neutral
benim broma orman diyenler utansın.,neutral
a❤i̇,neutral
tanımıyorum.,neutral
bugün projenin başında söylenip dolaşırken ayağım burkuldu bir anda yani sanırım projelerde bir uğursuzluk var artık yapmayayım diyorum ne dersiniz,neutral
asyayla bir bağlantım yok imdatt😭😭😭❤❤❤,neutral
nida gel nida,neutral
allaha şükürler olsun  yüzümüzü pp yapabilecek kadar güzellik vermişki o cesareti buluyorum ve pp yapıyorum.,neutral
aman ne olacak konuşsun işte uğraşsın benle 😌,neutral
pint mi😂😂. i̇stediğin kadar arat lüttfen. oha istemeden bana iltifat ettin. güzel miyim kız o kadarr🥺🥺🥺,neutral
gökten üç elma düşmüş biri senin kafana biri benim kafama biri de izleyenlerin kafasına,neutral
of sevinmistim,neutral
selaam❤❤❤,neutral
neyse tamam uyusun boşverin😌,neutral
eylulcum hadi sen bir hesaplarini kapat bakayim yorumlar silinmiyor muu💖💖,neutral
if the world was eending,neutral
kuduruyorum,neutral
düzgün bir fotom olsa koyucam pp olarak da yok işte.,neutral
"amas リセットされたら最終日です！
全てのアカウントから投票を忘れないでください！
stayファイティン！！",neutral
inanmıuorsanız meriçe sorun 13'üm meriç sence kaç yaşındayım,neutral
var ela yt da. kaydır bulursun fotomu. onu o gün çekmiştim pp yaptıktan sonra sildim galerimden. şu anda çekemem uzanıyorum,neutral
tartişmayi bi̇ti̇ri̇n beni̇m anlatacaklarim var susun,neutral
eylül fotonu pfp yapsana,neutral
lütfen saygı çerçevesi içerisinde medenice tartışalım arkadaşlar🙏🙏🙏,neutral
bu arada sevgilusi yok😔su an ama yine de sulanma??,neutral
lan noluyor burda,neutral
arisin yaşını bilmiyordum😲😲😲,neutral
yemin ederimki 16 dedin sude. hatta ben o zaman 15 yaşındaydım(i̇ki hafta önce 16 ya girdim). ve sen eylülden sonra en küçüğüm dedin. ayrıca yaşını sorduğumda yine demiştin  16 yım diye,neutral
eylul sudeye laf atip kendinin seneye üniden mezun olan birine y@vsaman😨😨😨,neutral
biri beni tutsun,neutral
aşk olsun sena korkunç muyum benn🥺🥺,neutral
sude reşit değil ve rhino da reşit. aralarında da 3 4 yıl var yani tam sözlükteki tanımına göre kullandım,neutral
eylül tartsima esnalarında bile kalp atmaya devam ediyorsun ama kucuk bi zaman aralığı var cirkeflesiyorsun fake olmayı unutuyorsun,negative
nasıl rahat rahat birine pedo muamelesi yapabiliyorsunuz yemin ederim kafanızı duvara sürter kıvılcım çıkartırım anlamından haberi bile yok gelmiş konuşuyor,neutral
çizgiyi aşmıyorum zaten? sen burada herkese açık bir platformda ilişkini gözüne gözüne sokuyorsun herkesin. o yüzden çizgiyi filan aşmadım sudecim,neutral
bana bakın bir daha şu kelimeyi amacı dışında kullananı görürsem @sarım tavana. birbiri arasında birkaç yaş olan genç insanlar için kullanılan  biri 18'ini geçince hemen pedooo olanlar değil çocuklar ve yaşi bi̇lmem kaç olmuş dayilar amcalar belki̇ abi̇ler ablalar i̇çi̇n kullanilir. her b0ku yanliş tanitma ki̇şi̇ kendi̇nden bi̇li̇rmi̇ş eylül,neutral
çizgiyi aşmayın diyene bak,neutral
o kadar konuştuk sevgilisi olsa haberim olurdu mu? sanki var ya sabahtan akşama kadar arisle konuşmuşsunuz da o senden saklamış gibi tavırlara bak delireceğim ha,neutral
ayrıca sude senin ve rhino nunda ilişkisi pedo oluyor bu arada haberin olsun. hemde lez pedo ilişki😲😲😲,neutral
amacım birini bulmak değil? kişi kendinden bilir işi,neutral
aris benimle konusuyor eylul kudurabilursin bu arada bu geceden sonra hepimize nas felak falan okuyacagim abi korkunc,neutral
elma mı armut mu,neutral
buradan sana biri çıkmayacak şansını zorlama bence artık👎🏻,neutral
birkaç gündür bite me şarkısını o kadar dinliyorum ki. abi bir şarkı ancak bu kadar güzel olurr ya,neutral
"おはようございます♡

今日もstray kids先輩のパフォーマンスを観てから仕事に向かいます
頑張ってきますp(^-^)q",neutral
sevgilisi olduğundan haberim yoktu by the way??,neutral
inşallah ben bugün birinin ağzını yırtmam,neutral
arisin sevgilisi var resmen sevgilisi olan birine neler diyor,neutral
eylül yeter,neutral
aris,neutral
eylülü birazdan evrenden sileceğim 777,neutral
ariss gelsin lütfen lütfen 777,neutral
kardeşim benim,neutral
kulaklığın şarjı doldu ben kaçar iyi geceler tatlı rüyalar görün ☝🏻,neutral
her attığım video anında viral oluyor neyim yaa,neutral
zeyneeep ablaa artık beni sormuyor😞😞😞😞,neutral
sildi lan yorumu,neutral
cereni ela sanmistin sanirim,neutral
eylül sap kaldın la,neutral
en kri̇ti̇k zamanda gi̇tti̇,neutral
i̇yi gecelerrr 💗💕,neutral
ot ota ne demiş,neutral
meriç az değilmişsin haaaa,neutral
geçen,neutral
balimi özledi̇m şu an,neutral
lahmacun neden pahalı,neutral
"743k
walkin on water ~",neutral
yeni giysiler alınca evrenin en mutlu insani oluyorum,neutral
eylül'e sormuşlar nasıl bu kadar mükemmelsin diye. o da demişki because i have esma😍😍😍😍,neutral
of anılarım depreşti,neutral
inat konusunda keçilerden sonra ben geliyorum bu arada,neutral
konuyla ilgili son olarak soyleyecegim sey aris istedigin ilgiyi vermeyecek uyudum canim benim🥺,neutral
pasa doner ama donekler donmez #pasadonerozlendi,neutral
bu arada esma teravih anısını i gi yükler yüklemez anlat he. merak ettim. teravihten kovulan ilk insan olabilirsin knk ajlkllaşallaşal,neutral
aris gelsin 777,neutral
@mkkkkkkk how i met with her bideosu yapmişim zamaninda,neutral
42 görüntülenme ne olm noluyo,neutral
deveye sormuşlar boynun neden eğri,neutral
esmayla ne kadar konuşsamda sıkılmam vibe alıyoruum.,neutral
iyi arkaya koyduğun develer bana kanal7de çıkan medineye varamadimci gibi filmleri animsatti bi tane dayi heo allah yolundaydı,neutral
ben o zamanlar merice seni pislik kaydi cekiyordum😔,neutral
bir tane küçük bir sinek var kulağıma girmeye çalışıyor dıtlayacağım uzak durmazsa haberi yok,neutral
bu sarkıları da bana yapıyodu bu ard o kadr asıktık yani askımz dilelrw destandı uani anlayabildm mi😝😝🔥,neutral
bu aralar hix serin degilim acilen serin olmam gerek,neutral
videonun her ayrıntısı çok komik,neutral
iyi videodaki sesin riyal mi😭,neutral
saat kaç,neutral
ne kadar artık umursamasam da hala aklimdasiniz,neutral
"eveeet arkadaşlar şimdi senaca dilini öğreniyooruz
aurası hoşuma gitti demeeek
o kişiye aşığım ve takıntılıyıım demeeektirr. 
senaca dilini bilmiyorsanız bile bir konuyu uzatıp olduğundan farklı gösterirseniz senaca dilini otomatikmen konuşabiilirsinizzz. ❤❤❤",neutral
asıl travma geliyor,neutral
off şu zamanlar çok ozledim ya,neutral
i̇yi̇yi̇ i̇mdat patladim,neutral
kayra abinin su pfpsi🙏🏻🙏🏻,neutral
di̇yodum ki̇ iiyiy bi ara idoldu bn de menajeriydm biliyo muydunuz 😏,neutral
develiti hatirliyorum,neutral
yorumumu yabls yerw yazdım,neutral
iyi shakdhqoheowjeoqu bir ara rap de yapiyordun,neutral
hw bu sarkimizzz jatirkadim,neutral
sude sana eskiden nasıl şeylerle uğraştığımı göstericem bak,neutral
"ne demek kadın dövülürse allah'a şükretsin, 6 yaşında çocuklar evlenebilir bu boğaziçinde nasıl konuşma yapabiliyor",neutral
erkek oldugunu duyunca tavrinin degismesi ve dun soylediklerin☹️evet cikmaya calisiyorsun,neutral
yuh gittin mi senin için arşivden çıkardım onu,neutral
abi antalya ya antalya 🔥🔥,neutral
atatürk bile burasi muş'tur türküsü dinliyordu🔥,neutral
hayat egede var egede,neutral
aris muhabbeti zaten dalgasına değil? sadece aurasından hoşlandım diyorum. hayatımın aşkı biz sevgili olucaz mı diyorum aq,neutral
arisin eylülün yaşının 2 katı kadar flörtü olmustur,neutral
bu arada aris muhabbetine dalgasina demedi😨,neutral
nnanaa yansin geceler vçdeomu buldum,neutral
abim karadeniz turu yaocakmis,neutral
abi khonsu muhabbeti dalgasınaydı(çocuk yakışıklı tipine bir lafım yok). meriçte kız değil mi zaten? ki başta erkek sandığım zaman ona şimdiki kadar iyi davranmamıştım bile,neutral
10 ay yazmadik diye manita yapmıssın iste sen busun bu kadarsin,neutral
dilimj(?)yar yar dilimi yar,neutral
call keke call,neutral
bence xy kromozomlara karsi bir seyi var cunku merice ve arise karsi ilgisi baska..baska turlu aciklanamaz,neutral
artık değişiklik yapıp bunu da süreceğim arada,neutral
heken ablann cicekleirnden calıp melikeye götürüxem,neutral
tellin' all the bluebirds=bıcırık,neutral
eylul arkadasim pedo olmadigi icin uzgunum😰tabii ki bilecegim senin yasinda biriyle cikmayacagini ama arkadas da olmaz☹️☹️cunku taniyorum arisi yeterince ve boyle bir çarla arkadas olmaz,neutral
eylul en son seninle takiplesicektikk 😔,neutral
aris seninle çıkmayacak derken başkaları adına karar vermiş oluyorsun ya sena.,neutral
bufn kahvw yaptım döküldü sonra yenisini yaptım ve onu da döktüm 😅😅,neutral
summer's calling balıma yeni eteklerimi göstermem lazım,neutral
meet me in the moonlight or in the daylight,neutral
mersin silifke garanti bankası,neutral
meric ya ben yarin pembe alt tonlu bir sey yapmak istiyorum kombinimnoyle cumku ama kirmizi of hu,neutral
of dilim acıto,neutral
rüyamda beni buldu o gece,neutral
başkaları adına karar veren sena arkadaşımız dediğim şeylere de karışır ve bulaşır oldu. artık kelimelere kadar iniyor. gerçekten çok komik yurtta tekim(arkadaşım memlekette) ve bağıra bağıra gülmekten karnıma ağrılar girdi.,neutral
